label,nop_total,1B_R,2B_R,3B_R,4B_R,5B_R,6B_R,7B_R,8B_R,9B_R,10B_V,11B_V,12B_V,13B_V,14B_V,15B_V,OTHERS,.data.rel.ro,.hash,.init,.init_array,.note.gnu.build-i,.rela.dyn,rela.plt,.tm_clone_table
gcc,0.003536509257333056,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03774891774891775,0.08256880733944955,0.08256880733944955,0.11926605504587157,0.0963302752293578,0.0963302752293578,0.05963302752293578,0.04128440366972477,0.06422018348623854,0.045871559633027525,0.3119266055045872,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.04441993382131756,0.09480812641083522,0.07674943566591422,0.09706546275395034,0.11060948081264109,0.1038374717832957,0.12189616252821671,0.10609480812641084,0.05191873589164785,0.07223476297968397,0.16478555304740405,0.0,0.0,0.0,0.0,0.0,0.0
gcc,7.897201006329043e-05,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.053234844625573104,0.10047846889952153,0.05263157894736842,0.11961722488038277,0.1291866028708134,0.09090909090909091,0.14354066985645933,0.07655502392344497,0.05741626794258373,0.05263157894736842,0.17703349282296652,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.00473499312662288,0.5483870967741935,0.03225806451612903,0.016129032258064516,0.08064516129032258,0.04838709677419355,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.0004507537906764565,0.2891566265060241,0.20481927710843373,0.3373493975903614,0.03614457831325301,0.03614457831325301,0.024096385542168676,0.012048192771084338,0.012048192771084338,0.0,0.04819277108433735,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03625954198473282,0.05789473684210526,0.1,0.10526315789473684,0.14210526315789473,0.14210526315789473,0.04736842105263158,0.015789473684210527,0.03684210526315789,0.02631578947368421,0.3263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.00044823769404575683,0.25510204081632654,0.35714285714285715,0.24489795918367346,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.018478536957073913,0.10652920962199312,0.0859106529209622,0.10309278350515463,0.0859106529209622,0.09965635738831616,0.058419243986254296,0.037800687285223365,0.07216494845360824,0.05154639175257732,0.29896907216494845,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.047069015304649145,0.10429447852760736,0.08588957055214724,0.13496932515337423,0.06748466257668712,0.06748466257668712,0.0736196319018405,0.05521472392638037,0.06134969325153374,0.08588957055214724,0.26380368098159507,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.0012937515297737684,0.8603603603603603,0.013513513513513514,0.009009009009009009,0.018018018018018018,0.013513513513513514,0.009009009009009009,0.02252252252252252,0.018018018018018018,0.009009009009009009,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.01082004555808656,0.7894736842105263,0.02631578947368421,0.0,0.05263157894736842,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.06578947368421052,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.020066791334026474,0.10710362504577078,0.09117539362870743,0.0941047235444892,0.095020139143171,0.10454046136946174,0.05034785792749909,0.048700109849871845,0.049249359209080926,0.05254485536433541,0.3072134749176126,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.006820682068206821,0.16129032258064516,0.16129032258064516,0.22580645161290322,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.05322541084130488,0.10138248847926268,0.055299539170506916,0.12903225806451613,0.1152073732718894,0.09216589861751152,0.15207373271889402,0.06451612903225806,0.07373271889400922,0.059907834101382486,0.15668202764976957,0.0,0.0,0.0,0.0,0.0,0.0
