label,nop_total,1B_R,2B_R,3B_R,4B_R,5B_R,6B_R,7B_R,8B_R,9B_R,10B_V,11B_V,12B_V,13B_V,14B_V,15B_V,OTHERS
icc,0.009698127357628863,0.08955717118307997,0.040978189028420355,0.09682749504296101,0.08922670191672175,0.11467283542630535,0.042630535360211504,0.2686715135492399,0.1520158625247852,0.05452742894910773,0.013218770654329148,0.002974223397224058,0.0009914077990746861,0.00760079312623926,0.0009914077990746861,0.02511566424322538,0.0
icc,0.009715604765854568,0.08967571144937128,0.04103242885506287,0.09695565850430178,0.08901389808074123,0.11482461945731304,0.042686962276637985,0.2680344142951688,0.15188616810059563,0.05493050959629384,0.013236267372600927,0.0029781601588352085,0.0009927200529450694,0.007610853739245533,0.0009927200529450694,0.02514890800794176,0.0
icc,0.00955019766973948,0.08973946606625925,0.04117079446767449,0.09778063686072692,0.08845287873914442,0.11868768092634288,0.04213573496301062,0.26954004503055645,0.15053071727243486,0.05339337407526536,0.011900932775812159,0.002894821486008363,0.0009649404953361209,0.007397877130910261,0.0009649404953361209,0.02444515921518173,0.0
icc,0.009721196339371784,0.08789439793947199,0.04024468770122344,0.09658725048293625,0.08918222794591114,0.11397295556986478,0.04249839021249195,0.26947842884739215,0.15453960077269802,0.056664520283322604,0.012234385061171926,0.0028976175144880875,0.0009658725048293626,0.007405022537025113,0.0009658725048293626,0.02446877012234385,0.0
icc,0.03148823334438183,0.14210526315789473,0.030263157894736843,0.05789473684210526,0.021052631578947368,0.06710526315789474,0.05789473684210526,0.1618421052631579,0.1763157894736842,0.09210526315789473,0.04736842105263158,0.011842105263157895,0.002631578947368421,0.02763157894736842,0.003947368421052632,0.1,0.0
icc,0.009451094934697398,0.14971977582065651,0.03522818254603683,0.07205764611689351,0.045636509207365894,0.08566853482786228,0.053642914331465175,0.2033626901521217,0.15532425940752603,0.07766212970376302,0.03042433947157726,0.007205764611689352,0.0024019215372297837,0.018414731785428344,0.0024019215372297837,0.06084867894315452,0.0
icc,0.009734637227188224,0.08862001308044473,0.04153041203400916,0.09679529103989536,0.08829300196206671,0.1144538914323087,0.04316546762589928,0.26880313930673644,0.15304120340091562,0.05493786788750817,0.013080444735120994,0.0029431000654022237,0.0009810333551340746,0.007521255722694572,0.0009810333551340746,0.02485284499672989,0.0
icc,0.009714008538305124,0.08961640211640212,0.041005291005291,0.09689153439153439,0.08895502645502645,0.11507936507936507,0.04298941798941799,0.2681878306878307,0.15211640211640212,0.05489417989417989,0.012566137566137565,0.002976190476190476,0.000992063492063492,0.007605820105820105,0.000992063492063492,0.02513227513227513,0.0
icc,0.008955046115137725,0.08229426433915212,0.044610695483513436,0.09642560266001662,0.09282349681352176,0.114159046827376,0.044610695483513436,0.2745912995289554,0.15322804100858964,0.05541701302299806,0.010252147409254642,0.0024937655860349127,0.0008312551953449709,0.006372956497644777,0.0008312551953449709,0.021058464948739263,0.0
icc,0.009144234092392765,0.07821522309711286,0.04199475065616798,0.09238845144356955,0.09527559055118111,0.1194225721784777,0.04356955380577428,0.2800524934383202,0.15091863517060367,0.05748031496062992,0.010761154855643044,0.002362204724409449,0.0007874015748031496,0.006036745406824147,0.0007874015748031496,0.01994750656167979,0.0
